,train_texts,train_labels
544,@usuario En hashtag movilforum Daniel Jimenez nos habla del proyecto hashtag bi_ en de @usuario url,1
545,"Wow. Arrestan a dos mujeres (Cis) por acoso sexual de una mujer trans en un baño y ya andan hechos locos en foros de si ""se lo merecía"" la pobre mujer trans 🤦 emoji tono de piel claro medio emoji ‍ url",0
546,"Me siento mal por ser joto y no tener ningún talento artístico
¿A alguien más le pasa así?",0
547,"Debe ser motivo de celebración y alegría porque ese es el espíritu deportivo donde todas las personas tenemos el derecho de llegar ""más alto, más lejos y más rápido"". Las personas hashtag trans también tenemos derecho a eso. url",0
548,¿Cómo es la vida como una mujer trans? @usuario @usuario @usuario y @usuario aprenden lo qué es vivir en el cuerpo equivocado en hashtag dgeneraciones hashtag todos somos unicable hashtag feliz lunes url  emoji arcoíris emoji  emoji mujer tono de piel claro medio emoji  url,0
549,"Todas mis hermanas drag en una escena,levantamos el evento y ya no nos duele los hombros de levantar los porque ya estamos muy acostumbradas  emoji pintarse las uñas emoji  emoji pintarse las uñas emoji  emoji pintarse las uñas emoji  url",0
550,"¿Se acuerdan ese Roja cuando les decía que las personas transodiantes les va a explotar la cabeza cuando vean a mujeres trans embarazadas en las noticias?

/vía @usuario url",0
551,"Soy 82,1% heterosexual, 32,1% homosexual, lo que me coloca en el cuadrante heterosexual. url vía @usuario  emoji cara pensativa emoji  emoji señal de aprobación con la mano tono de piel claro emoji",0
552,hashtag es tiempo de que ya mandes un mensaje al grupo mariquita @usuario,2
553,Busco una chica para pasar un rico momento juntas  emoji fuego emoji  emoji cara babeando emoji hashtag lesbianas hashtag hot hashtag lesb hashtag lesbi indonesia url,0
554,Ser lesbiana no me hace menos mujer 🤦 emoji tono de piel claro emoji ‍ emoji cara llorando de risa emoji,0
555,@usuario que marica; esto es entre nosotros emoji cara desanimada emoji,0
556,hashtag entérate Sacerdote culpa a homosexuales por los terremotos en Italia url,0
557,Creo que 8 de cada 10 Danielas que conozco son lesbianas.,0
558,"A los que nos piden el Twitter de ""Jenny la lesbiana"", aquí está--&gt; @usuario",0
559,"¿Cómo es una boda gay? @usuario y @usuario te cuentan de la suya en hashtag montse yjoe, mañana a las 9:30 pm por @usuario 👨‍‍ emoji hombre emoji  hashtag soy u hashtag feliz domingo url",0
560,Que puta!!! url,1
561,"""Los Camaleones"" relata la historia de Laura, una joven antropóloga que tras una vida de silencio, parece haber encontrado el valor para confesar a su padre su mayor secreto: es lesbiana y tiene el corazón roto.

19 de julio
Teatro de Cámara ""Fernando Saavedra""
20:00 hrs. url",0
562,Tiene el puto universo latiendo en su boca. url,1
563,Gracias a la Comisión de Seguridad Pública y a tod@usuario sus integrantes. Se aprobó por unanimidad mi iniciativa con proyecto de decreto por el que se adiciona un artículo 10 Bis y se reforma el artículo 6 de la Ley General para la Prevención Social de la Violencia y la Delincuencia.,1
564,Si eres Bi vas a los dos baños. Si eres Pan vas mitad a uno mitad a otro hashtag love wins url,0
565,"@usuario @usuario Ayyy por supuesto. Te recomiendo hables con @usuario quienes han hecho cosas con niños y niñas trans.
Y pues, acá me tienes :D",0
566,"Invisten a la primera gobernadora bisexual de la historia de EU
url url",0
567,Y hombres trans al baño de mujeres. url,2
568,@usuario Que se declaró bisexual,0
569,"El lunes de inmediato voy a poner una agencia de modelos y voy a comprar una camioneta V8 bi turbo,  si vamos a ser hashtag venezuela por lo menos le vamos a sacar provecho. hashtag amlomi presidente",1
570,"Los amo un chingo pero no ppr eso me pongo una venda en los ojos, hoy @usuario  se equivoco porque estaba en el papel de Aristoteles y se supone qie es gay, y @usuario  es una falta de respeto que tu seas quien inicie estos actos url",0
571,"@usuario  emoji manos aplaudiendo tono de piel claro emoji  emoji manos aplaudiendo tono de piel claro emoji  emoji manos aplaudiendo tono de piel claro emoji  Y no exponer que nos rechazaron en todos lados emoji cara sonriendo con sudor frío emoji  un NO es un NO para un Herero, trans, lo que sea.",0
572,"Mike Sam, All American de Missouri y uno de los mejores prospectos a la NFL, confesó ser homosexual.",0
573,@usuario por eso es bueno tener amigos gays. Digo kha,0
574,"Me encantaría poner a la prueba el ""nacido mujer"" que tanto claman las personas trans odiantes.

Nació mujer.. ¿según quien?
- ¿su genética? A ver esos cariotipos 
- ¿su registro civil? Chido, quien decide si alguien es mujer, probablemente doctor hombre
- ¿sus genitales? A ver",0
575,"@usuario travesti  es un vato con vestido, transexual vato con chichis, transgénero, vato sin pilin",2
576,"Los jotos no deberíamos hablar mal de los jotos, pero se perdería parte de la esencia de los jotos, y entonces los jotos dejaríamos de ser jotos. url",0
577,"Ay. @usuario bb, solo no olvides con tu humor que el 41% de la población trans se suicida por baja autoestima. url",0
578,@usuario @usuario @usuario @usuario @usuario Jjaja que joto!,2
579,"""@usuario: -Oye, te invito a mi boda.  
-Felicidades, ¿Cómo debo ir vestida?  
-De novia.  emoji persona con velo emoji ""
Aww emoji dos corazones emoji  emoji lazo emoji",1
580,"me acabo de dar cuenta que me puse jabón en lugar de crema corporal y ¡ya estoy vestida! 

¿Mevoamorir?",1
581,hashtag te controlas cuando ves a todas las pubertas retrasadas ponerse como locas por artísticos pláurl Aurl url,1
582,Amé de una forma loca el jersey 2 de mi Real Madrid. Ya me vi con el puesto todo el tiempo.  emoji cara sonriendo con corazones emoji  emoji cara sonriendo con corazones emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con corazones emoji  emoji cara sonriendo con corazones emoji  emoji cara sonriendo con corazones emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con ojos de corazón emoji  emoji cara sonriendo con corazones emoji  emoji cara sonriendo con ojos de corazón emoji,1
583,Este chico decidió ir en drag a su graduación y se robó el corazón del público url,0
584,"En una sociedad donde las preferencias sexuales son una moda y no una libre elección aparentemente innata, aborrezco a los ""homosexuales"".",2
585,"TEQUILA, LIMÓN Y BUENAS RANCHERAS emoji señal de aprobación con la mano emoji  PARA ESTOS PUTOS RECUERDOS JAJAJA",1
586,hashtag mundo: Policía dispersa con gases y balas de goma marcha de homosexuales url url,0
587,El origen de la palabra joto o jota o jotería en un México  emoji bandera méxico emoji  represor.  La actual libertad gay viene precedida de persecuciones y señalamientos y acusaciones por ser homosexual. url,0
588,No tarda en que las jotas liosas se pongan a hacer comparaciones al url  emoji cara saboreando comida emoji  url,2
589,@usuario la más bisexual url,0
590,"@usuario Pues, dado qué hay estados donde es ilegal que un doctor apoye a una persona trans menor de edad. Es de plano una prohibición.",0
591,.@usuario confirmó que el personaje hashtag gatúbela es bisexual url,0
592,@usuario @usuario @usuario @usuario Lo peor es que debes de ser un pinche joto horrible que se escuda tras una cuenta sin foto de tan culero que estas. Minimo se me disumula la gordura con la faja pero  a ti lo muerto de hambre y ardido nunca se te va a quitar.  emoji cara lanzando un beso emoji,2
593,"""Todos somos iguales"" .. ni siquiera incluye a las mujeres (mucho menos a la gente no binarie).

Digo.",0
594,"@usuario Tengo entendido que el estereotipo hegemónico de la lencha ideal es una morra que sea un wey guapo, blanco, cis, con lana, cuerpo perfecto y amigos divinos.",0
595,@usuario @usuario Veeerga y hay quien cree eso? Que este idiota maricon hizo algo bueno por Chiapas? Digo además de AMLO y sus 30 millones de idiotas,2
596,"@usuario ¿cual vagón de gays? no hay vagón de gays. Eso es el punto.

/@usuario",0
597,¡Qué casualidad! Yo también soy maricón url,0
598,el presidente es homosexual url,0
599,"Mire, le creadore de la bandera pansexual cuenta la historia de cómo llegó a hacerla. 

El diseño se lanzó en tumblr cuando elle tenía 20 años :O

 emoji cara sonriendo con corazones emoji  emoji símbolo de mareo emoji  emoji dos corazones emoji  emoji alto voltaje emoji  url",0
600,"Este viernes los invito a que lean mi columna en el @usuario Les comento un poco acerca de Lori Lightfoot, la primera alcaldesa afroamericana y homosexual de Chicago. 
url url",0
601,En qué momento Cuna de Lobos se convirtió en Queer as Folk!!!,0
602,"Saben. Van TANTAS Feministas Radicales Trans Odiantes que me dicen que ""La Explicatriz"" viene de que ""como es vato, obvio se dedica al mansplaining""
Y como que ya no veo el término bonito. 

Ando dando vueltas a que podría ser un reemplazo de nombre de escenario, pero nada llena.",0
603,@usuario ¿Cuando van a subir vídeo? par de maricones  emoji cara sonriendo con aureola emoji,2
604,Suspender el bautizo de mi sobrina y el cumpleaños de mi prima. Por ir a cancha. Mi vida loca,1
605,@usuario Incomodo como la chingada. Ese año no recuerdo si festejamos a mi abuelo (20 de noviembre) o no fuimos porque estabamos hasta la madre de trabajo. Pero el 8 de diciembre si fuimos. Cumpleaños de mi abuela. Y estaba la loca y toda su ranfla.  Mis primos y yo asi url url,1
606,Pinche morro meco traes un Mazda y te estacionas en doble espacio para que no te lo rayen  emoji cara llorando de risa emoji  ni que fuera Ferrari joto,2
607,"url 

Aquí una foto de mi en mi camerino vestida como se me da mi rechingada gana, por que puedo. 

Por su atención, gracias, y buenas noches! url",1
608,@usuario @usuario De acuerdísimo. Los hombres trans son hombres.,0
609,"Mi prima se la esta rayando de una manera impresionante al joto de su ex jaja pero neta muy directamente y en público, DAMN GURL.",0
610,"url las princesas lenchas nos sentamos a fumar un cigarro, mientras amamos nuestras botas.",0
611,"No había visto ""Queer Eye"" y me la empecé a chutar al iniciar la cuarentena.

Obvio me pegó mucho porque sí entendí a los LGBT+ que se alejaron de sus iglesias y de la casa de sus padres porque, ante todo, hay que ser fiel a uno mismo.",0
612,Himnos de la generación X o remakes del cine Queer ¿Qué peli de hashtag emmanuel lubezki les falta? url url,0
613,"Psst, solo les quiero spoilerear la platica que estoy organizando (idea de @usuario) para hashtag cpmx7: Ciencia Trans. url",2
614,"Bien por @usuario por haber suspendido la página de Libs of TikTok. El contenido que promueve está provocando acoso y amenazas de muerte a gente LGBTQ+, en especial a gente trans, y a sus aliades. Las demás redes deben hacer lo mismo.

Al odio hay que quitarle las plataformas. url",0
615,"De paso. Nada en contra con que modifique su cuerpo. Lo MÁXIMO me parece. Tener la ciencia para tomar un chamaco así y llevarlo a atleta mundial.

Yo nomás acá iluminando como no solo la gente trans ""decimos mentiras y cambiamos lo que somos al nacer"". url",0
616,@usuario Te quiero amiga.. estas loca luz??,1
617,"Hay días que le tengo poca paciencia al drama trans. ""Ser trans es que vas a morir"" ""mi obra trata de lo difícil que es ser trans"".",0
618,"Si su problema más grave en los feminismos es que una morra trans fue al 8M y ocupó el color rosa..

No pues que delicia de vida.",0
619,"La tasa de desempleo trans en México es del 90%

No es muy esperanzador ir a entrevistas, la verdad. 

url url",0
620,"Podría con un reboot de mi pequeño angelito donde todo el mundo es gay, queer, trans, multinacional, neurodivergente, de múltiples religiones y divergente de género. 

Nomás para ver el desmadre en redes.",0
621,"Personas cis, SI ES posible hacer una entrevista a personas trans sin necesidad de hacer cuestionamientos sobre sus cambios corporales o sobre sus genitales.",0
622,"@usuario shiii, es medio rarito jaja",0
623,"Consejeros Electorales de @usuario Diana Cárdenas, Luis Fernando Landeros  y Manuel Bustos, en Más Allá de la Noticia Radio BI.
 hashtag ieeinforma url",1
624,@usuario Ya vas a empezar marica.,2
625,¡¡Chingó a su madre nuestra puta moral!!,2
626,"@usuario Shake it off es himno joto, deberíamos estar bailándolo ya!!",0
627,"@usuario Juuum pero bien que le andas dando a los jotos de Guanajuato y Oaxaca ! 

Toy brava ! 

Mmmm",0
628,"Visita la tienda @usuario  emoji cara sonriendo con gafas de sol emoji  emoji pulgar hacia arriba tono de piel claro emoji  emoji flecha hacia la derecha emoji Calle Matamoros 917, en el Barrio Antiguo hashtag monterrey
 emoji teléfono móvil emoji 8117168513
hashtag guadalajara hashtag jalisco hashtag cdmx hashtag mexico hashtag saltillo hashtag cancun hashtag regio hashtag gay hashtag jockstraps hashtag suspensorios hashtag underwear hashtag swimwear hashtag gym hashtag ropa interior hashtag gaymty hashtag gaygdl hashtag gaymx hashtag hunk hashtag jal hashtag jalisco hashtag gdl url",0
629,"@usuario @usuario Más bien el tema es que es tantito ""trans face"".

A la gente trans que actúa no les dan los papeles Cis. Y pues que no les den ni los papeles trans es rudo.

Ahora para mi, personalmente.. si dieran papeles Cis a gente trans, me contento con gente Cis haciendo papeles trans.",0
630,"Nomás pa darles un ejemplo:

Hay Bisexual, Pansexual, Omnisexual, Polysexual.

Cada cual con su bandera. url",0
631,"Tres años tardó el León para tener un arranque de 9 puntos o más tras 4 url ni en el año del Bi
url",1
632,"Ya mejor me duermo, no vaya a ser que se me incentive el instinto suicida/darks/marica.",2
633,¿Como que nunca me haz pedido que haga mi pasito joto cuando salimos? Es cultura general,0
634,@usuario Jjaja pero PREPÁRATE.. por que si es un estereotipo trans el hacer artes marciales,0
635,"Ya puedes encontrar los libros ""Nuevo Cine Queer"" y ""Representaciones de género en la industria audiovisual"" disponibles en hashtag kichink. 

No te pierdas estos dos grandes títulos que nos acercan al cine con una diferente perspectiva. url url",0
636,La deuda histórica hacia las poblaciones trans. En hora buena. url,0
637,@usuario @usuario @usuario Con todas las historias que los rayados le han inventado a sinergia ya hubieran escrito un libro más famoso que las mil y una noches!! Lamentable!! Pero bueno se entiende si su líder es el jotito del sabalero 🤷 emoji tono de piel claro emoji ‍,2
638,Probablemente estos lugares son la razón de que la hashtag cdmx sea un destino turístico LGBT+  emoji bandera del arcoíris emoji  url hashtag time out gay hashtag feliz domingo,0
639,"Bandita trans de Jalisco, chequen esta guía que hicieron en el @usuario para la protección de sus datos personales, el cual es un derecho humano con el que contamos todes  emoji corazón brillante emoji  emoji corazón blanco emoji  emoji corazón azul emoji  url",0
640,@usuario @usuario es como de homosexuales tipo Nascar :/,0
641,"@usuario Pero @usuario en un tema de microcréurl háganme el refavrón cabor!

@usuario dizque comprando insumos

Y todos haciendo un desmadre!

Sres, un principio básico de la buena admón es la estructura y los roles.

Si todos andan a tontas y a locas, menuda organización d la 4t",1
642,Puta @usuario  enséñale a ese Pete como se juega Blitz hashtag choi para virtus pro :v,1
643,"@usuario No fuiste tu? De casualidad?

Es que eres el único hijo de puta que conozco",1
644,"Muero de risa cuando platico con un tipo que dice ser bisexual, activo súper discreto, pero jamás ha tenido novia y sus ex son pura jota  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji",2
645,Mi avatar es lo más maldito homosexual que he visto.,0
646,Hombre rompe botella en el rostro de un homosexual url,0
647,@usuario TRIVIA hashtag transformers Tuitea tu cita favorita de la película. Arróbanos y usa hashtag miércolesde cine url,1
648,Capt. Catherine McGregor es la militar trans de más alto rango en el mundo de hoy. Australia. Su url://url hashtag trans,0
649,@usuario @usuario Es asexual. Entonces forma parte de la diversidad.,0
650,"01:20 hashtag precaución vial en Eje 3 Oriente y Mariquita Sánchez, servicios de emergencia laboran por percance. hashtag alternativa vial Rosa María Sequeira y Av. Santa Ana.",1
651,"¡Mañana hablo en Talent Land! 
6PM en el escenario principal. Acá la info url

hashtag talent land url",1
652,"@usuario Y movimiento homo sensual, a ver muévete joto. 5,6,7,8",0
653,Solitario sujeto incendia el bazar La Onza que se ubica en Sarabia 62-Bis de la zona centro de Cd. Lerdo.,1
654,ES QUE DRAG ME DOWN ES MUY PERFECTO CADA VEZ QUE LO VEO SIENTO LA EMOCIÓN DE CUANDO LO VI X PRIMERA VE,1
655,"Me cambiaste por una gorda, mísera, machorra y culera.  emoji dedo corazón hacia arriba tono de piel claro emoji  emoji cara sonriendo con gafas de sol emoji  url",2
656,Estoy loca pero no tanto como para dedicarle the scientist a un imbécil,1
657,Pa echarle un ojo y ocuparla en donde quepa y ajuste: la categoría de TRANS-MODERNIDAD (de Rodríguez MAGDA): url,1
658,"Ni loca voy a pagar 3200 por un festival.

Todo tiene un límite.  emoji cara con ojos en blanco emoji",1
659,"Aumentan crímenes de odio contra transexuales, dice con @usuario @usuario de @usuario en @usuario hashtag tele formula hashtag lopez doriga",0
660,@usuario Saludos mi doña marica mayor,0
661,Este marica solo se quiere deslindar de sus promesas de campas. url,2
662,Pretextos a tu puta madre.,1
663,Señora si va a hacer como 10 depósitos en un banco donde solo hay 1 cajero para depositar tenga tantita madre y cuente el dinero en su puta casa! Y si no sabe usar el cajero adentro hay ventanillas. No chingue y nos haga perder el tiempo a toda la gente.  emoji cara cabreada emoji  url,1
664,"Los chicos de @usuario; @usuario, @usuario y @usuario nos invitan a su show de esta noche en el @usuario. 

¡RT para participar!
url",0
665,"@usuario @usuario Y si la mujer es lesbiana puede ir?
Si es transexual pero se siente mujer, puede ir, o se tiene que ir atrás porque es hombre?
El sol está muy fuerte, que tipo de ropa van a llevar?",0
666,"Iglesia, Estado, heterosexuales, homosexuales en México, todos atacan a transexuales: ONGs url",0
667,@usuario pues supongo. Hay chicas trans que asumen que al salir del closet ya de plano se van a quedar sin chamba y las van a marginar.,0
668,"Menos golpes más acciones. 
Son estas estrategias más efectivas que la confrontación. 
Asiste de Drag Queen a su Graduación en la UANL.  emoji manos aplaudiendo tono de piel claro emoji NOS PONEMOS DE PIE emoji manos aplaudiendo tono de piel claro emoji  hashtag peregrinos hashtag reforma educativa hashtag champions league hashtag 4 t hashtag aplausos de pie hashtag lgbt hashtag diversidad url",0
669,"Puta, siempre me da esa vaina  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  url",1
670,@usuario @usuario @usuario @usuario Es sarcasmo güey y pendeja tu puta madre,1
671,"Los chavos que se toman selfies y las suben, y me preguntan en una escala del 1 am 10 que tan jotos se ven les doy un 11.",0
672,@usuario Pues si pero ellos solo están viendo por sus intereses y no se preocupan por la comunidad que gracias a nosotros se hacen las marchas,0
673,@usuario cisgenero es cuando no eres trans url,0
674,"""por que tan Solo:
hijas de su puta madre pos no se Arriman"" emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji",1
675,@usuario Difiero. Soy mujer transgénero y soy igual en sociedad a cualquier persona Cis.,0
676,Estupido marica mentiroso ignorante  @usuario como confunde 911 una tragedia tan marcada para EU y hashtag new york url,2
677,"@usuario que no le quita, ser transformer seria SÚPER cool.

/ @usuario @usuario",0
678,"""La representación no importa"" y la gente lo único que sabe de la gente trans es la chica danesa, la veneno y Pose.

De paso van CUATRO AÑOS sin tener un personaje trans en el cine.",0
679,Se me hace que el camarógrafo es url ya van 40 veces que pasa alos mismos dos chavitos en la tribuna.,1
680,"hashtag lo más leído  "" 'Papá, quiero tu apoyo': Tristán, hijo de Yahir, se declara bisexual y habla de su lucha con las drogas url",0
681,"@usuario No obstante, apoyo que existan feministas furiosas. Solo me da rabia que avienten sus esfuerzos contra la gente trans.

Hasta me da tantito triste la situación, que tan castigadas están por el patriarcado que HASTA la gente trans la procesan como la amenaza máxima.",0
682,@usuario Pues como se dice a la url si no la suben!,1
683,"""@usuario: ¿Te pusieron brackets?   No pendejo, me comí un transformer y se me quedaron las migajas entre los dientes""@usuario",1
684,Mañana nos vemos para hablar de hashtag visibilidad lésbica  hashtag lesbiana yo soy lesbiana porque me gusta y me da la gana!!! url,0
685,Rechaza Tribunal europeo discriminación en adopción homosexual en Francia url,0
686,"@usuario @usuario Justo. De hecho este tema más que un tema trans es un tema.. de la mujer.

Nomás que de la gente trans se espera que DEFAULT te operes.

Siempre he dicho que si alguien asume que una persona sea ""mejor"" solo por que ""se ve mejor"".. tengo un multinivel buenísimo que venderles.",0
687,La netflix es que yo sí soy bien marica 💁 emoji tono de piel claro emoji ‍,0
688,"El papa (mr potato) dijo la gente Trans es tan peligrosa para el planeta como las bombas nucleares.
no sé qué creer. url",0
689,Militares hashtag hondureños que agredieron a transexual se presentan en el Ministerio Público url url,0
690,"De paso, no existe la estadística de casos de mujeres trans violentando a gente en un baño. Es un problema que existe solo en la imaginación. url",0
691,@usuario @usuario Siempre es sabido que siempre se burlaban de Renata hasta que ella en un antro le aventó una cheve a José y estos la quemaron en las redes por naca y salvaje. Ella solo se defendió del bullying que ese joto le hacía.,2
692,"@usuario @usuario @usuario cc @usuario 

Ve, acerca de la luchadora trans que supuestamente rompió el cráneo de otra. Fake news.",0
693,"@usuario No, a eso se le llama ser VISIONUDO.
Gran frase de mi abuela que describe a alguien que hace un ridículo atroz y no tiene ni puta idea que lo está haciendo. Jjaja",0
694,"@usuario @usuario @usuario @usuario Cuando muera tu puta madre, también sales a agradecerles.",1
695,@usuario Así son de maricas los del @usuario   emoji cara llorando de risa emoji  emoji cara llorando de risa emoji  emoji cara llorando de risa emoji,2
696,"emoji cara de empollón emoji  aquí casual!!! (@usuario Cinépolis for Transformers: The Last Knight in Alvaro Obregon, DF, México) url",1
697,hashtag mau felicita a @usuario @usuario que mañana es la rumba loca  emoji tarta de cumpleaños emoji  emoji mujer bailando emoji  @usuario @usuario para que vayan de  emoji lobo emoji  x60,1
698,Y el premio de los mellizos putos es url url,2
699,"@usuario Pues, mira. Nada grave con identificarte diferente de cómo estás.

Solo.. Como mujer trans, yo le trabajo un chingo para modificar mi cuerpo, mi vida, mi situación para entrar en el como me identifico.

¡Órale! Te veo chambearle para que entres en el como te identificas tu.",0
700,"Admiro c todo mi ser a 
 @usuario  emoji manos aplaudiendo tono de piel claro emoji  emoji manos aplaudiendo tono de piel claro emoji Yo se q ya lo dije alguna vez,pero bien vale un bis después d verlo en hashtag derek  Gracias hashtag netflix",1
701,"@usuario @usuario @usuario Si su nombre es monosilábico, tiene tres letras o bisilábico pero las sílabas aliteran o riman, 
es persona no binarie.",0
702,"Que locura, en GDL mi Timeline a esta hora está llena de  emoji berenjena emoji 

En la CDMX sucede, pero no es así de extremo y no dudo es el algoritmo de Twitter basado en los temas de cosas que se dicen CERCANAS a mi.

Los amo, gente gay de GDL.",0
703,"Imaginen, que en Matrix 4.. una película del 2021 acerca de la experiencia trans, dirigida por una persona trans, que se trata de la identidad.

AUN AHÍ todavía la cosa es ""ah si, creo hay una persona que es abiertamente trans en la película. Creeeo"".",0
704,Como por que las señoritas me dan like en Facebook parejas? No se me nota lo joto o que? JAJAJA,0
705,@usuario Pues de que trabajaría vestida así ?,1
706,"Y las nuevas feminidades también. Me encantaría que dejen esa tontería que las mujeres Trans no somos mujeres ""100%"" url",0
707,"Ataque hashtag trans fóbico en hashtag querétaro 

Denunciamos este emoji dorso de mano con índice hacia abajo emoji  ataque MACHETE EN MANO a una mujer hashtag trans en hashtag querétaro y demandamos un Pronunciamiento de la @usuario respecto a este caso.

Hay que poner un límite al hashtag odio!!!

@usuario
@usuario
@usuario 
@usuario 
@usuario url",0
708,"Sociedad Civil, Gobierno y Senado, juntos para establecer políticas públicas para eliminar las grasas trans de uso industrial.
hashtag noalas grasas trans. Vamos por una reforma a la ley.

hashtag senadora margarita valdez 
@usuario 
@usuario url",1
709,Mi vida trans es tan acompañada por gente bella y fenomenal -Tanto en amistad como en el amor- neta dan ganas de sugerir todos transicionen.,0
710,En estos momentos el Srio. de Turismo @usuario platicando con @usuario sobre hashtag festival de calaveras por BI TV url,1
711,"Yo solo digo que.. ya quisiera ser transformer.

YA QUISIERA. 

Imaginen todo lo que me ahorraría en estacionamientos nomás. url",1
712,@usuario pinche joto,2
713,"@usuario @usuario De acuerdo, Dani. Creo que el punto es que proliferen las historias, no está bonito que todas las series o películas o libros sobre VIH/poblaciones trans retraten desgracia, como tampoco estaría boni que mostraran solo vidas resueltas. 

Y ya. No seas lioso, OK?  emoji cara lanzando un beso emoji",0
714,"Yo solo vine a gritarle ""Puto"" al portero del León, como la damita que url  emoji cara de alivio emoji  emoji mano haciendo el signo de cuernos tono de piel claro medio emoji",2
715,"Yurl 
Si yo fuera Gay???
De eso hablaremos hoy en IRREVERENTEMENTE HABLANDO 
6:30 por url 
QUIERO VERLOS EN EL CHAT!",0
716,"@usuario 
""Estoy embarazada"".
""Soy gay"".
""Me voy a casar"".
""Préstame dinero"".
""Se murió Chabelo"". url",0
717,Pues se destapó mucho homosexual con mi pregunta. Y es bonito y esta bien.,0
718,"@usuario Mil gracias, me estaba volviendo un poco loca  emoji cara preocupada emoji",1
719,"Comida (@usuario Doña Lenchita in Apodaca, Nuevo León) url",0
720,Golazooo hijos de su puta madre!!! Lo sabía lo sabía mi @usuario no defrauda lo sabía te AMOOO @usuario hashtag vamos america,1
721,"eweee - marcos bisexual , joto , gay no es sierto teamo&lt;3",0
722,"@usuario Holi. Creo que solo hay un grupo separatista en Mérida que ha dicho algo así, pero de lo que he visto de @usuario si son trans-incluyentes. url",0
723,"A mi marido NO le hagan esto, plebes. La netaaa tiene esposa loca y no le va a salir muy bien librado hashtag avisados  emoji ojos emoji  url",1
724,@usuario no hay nada que me de mas disgusto que ver a una persona Trans que pasa escondiendo ser Trans. Como si .. Que.,2
725,@usuario @usuario Se me hace que eres puñal,2
726,Estoy INPAKTADA con su nivel de putes,0
727,"@usuario Yo solo digo que les importa la queja de la injusticia solo con las mujeres trans.

A Michael Phelps le celebraron al MIL su ventaja. Leonel Messi tomó hormonas y lo consideran un Dios.  Las diferencias que existen estadísticamente de corporalidades por países.. va, jalo.",0
728,Otro joto obsesionado con su peso. Wurl,2
729,"Fue noche de vestidas, streppers, gogo's, Besos lesbico y besos de jotos url bienvenido a tampico",0
730,hashtag torreón Hacen foro de adopción para parejas gay url,0
731,Hermanito le dio 'Me interesa' al show de RuPaul's Drag Race que se presentará en México. Es tan cool como cuando dejo de ir al catecismo.,0
732,"En que momento dejar que, si un niño es homosexual desde pequeño, viva una vida abiertamente gay.. es imponer

Y bautizar, circuncidar o llevar a la primera comunión a un chamaco.. no es imponer url",0
733,hasta que veo a la laura que va vestida un poquito normal,1
734,Y todos los jotos esperando que Lady Gaga les cantara Bad Romance. Así no.,0
735,"Pues, llevaba rato persiguiendo el por qué la wikipedia en español es tan TERF (los artículos de feminismo les cambian ""género"" por ""sexo"" y en los comentarios se quejan del borrado de mujeres).

.. y topé que nada más la FUNDADORA de Wikimujeres es trans excluyente :/ url",0
736,"Y.. si sale un vato y se contagia y vuelve a casa. 
Que creen, ¿que el virus va a decir ""oh no.. yo solo soy la variante de los hombres""?

OBVIO NO.

Y no arranquemos con la gente no binarie, a quienes básicamente les dijeron ""ustedes no existen en esta emergencia, bai tontes"".",0
737,"@usuario y para que nunca se te olvide, 10 champions, reyes de europa, sigue mandando fotos de tu pito, pinche joto.",2
738,"QUERIDO COMITÉ DEL PREMIO NOBEL: 
TENGO UNA ESPECTACULAR INVESTIGACIÓN DE CUANTAS HORAS AL DÍA DUERME MATÚ, 
QUE PONGO A SU CONSIDERACIÓN PARA EL NÓBEL DE ECONOMÍA.

...
.

AH. Y SOY TRANS.

ᵃ ᵛᵉʳ ˢᶦ ˢᶦʳᵛᵉ url",0
739,"Sí es muda. En todo caso suena a Jota (como yo) así que ahí dice Jempleo, Jagamos y así.
En todo caso donde no suena la ache es en el nombre correcto de su partido: Haigamos. ""Haigamos echo toduesto en el PRD""
BTW don Google cuando pone Hagamos autocorrige a Cagamos. Muy cierto url",0
740,@usuario @usuario @usuario De mi parte avila chingas a tu puta madre me gustas para puton y ojete,2
741,Soy hetero pero amo a mi raza gay y su partyyy emoji cara con manos abrazando emoji  emoji cara con manos abrazando emoji,0
742,hashtag entérate Suspenden al sacerdote que se declaró gay url url,0
743,"SEAS MAMON!!! 
QUE PINSHIS HERMOSA SE VE @usuario !!!
 emoji corazón negro emoji  emoji corazón negro emoji  emoji corazón negro emoji  emoji corazón rojo emoji  emoji corazón rojo emoji  emoji corazón rojo emoji  emoji corazón rojo emoji  emoji corazón rojo emoji  HASTA HETEROSEXUAL (completamente por qué hashtag bisexual ) me ando volviendo url  emoji corazón rojo emoji  emoji corazón rojo emoji  emoji corazón rojo emoji  url",0
744,@usuario @usuario Jjaja,1
745,@usuario P.D. Activa la cuenta de puto grupito pinché maricon cobarde,2
746,@usuario Sí la costeña tiene chile es hashtag transgenero jaja,2
